glycan,circulatory_system,digestive_system,endocrine_system,immune_system,integumentary_system,lymphatic_system,muscular_system,nervous_system,other,reproductive_system,respiratory_system,sensory_system,skeletal_system,urinary_system
Gal3S(b1-3)GalNAc(b1-4)Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gal3S(b1-3)GalNAc(b1-4)Gal3S(b1-4)Glc1Cer,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Gal3S(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gal3S(b1-3)GalNAc(b1-4)[Neu5Gc(a2-3)]Gal(b1-4)Glc1Cer,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gal3S(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]GalNAc,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gal3S(b1-3)[Neu5Ac(a2-6)]GalNAc,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Gal3S(b1-3)[Neu5Gc(a2-6)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gal3S(b1-4)Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gal3S(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gal3S(b1-4)Glc1Cer,0,1,0,0,0,1,0,1,0,0,0,0,0,1
Gal3S(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal3S(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gal3S(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gal3S(b1-4)GlcNAc(b1-2)[Gal3S(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gal3S(b1-4)GlcNAc(b1-2)[Gal3S(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gal3S(b1-4)GlcNAc(b1-2)[Gal3S(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal3S(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gal3S(b1-4)GlcNAc(b1-2)[Gal3S(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gal3S(b1-4)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc6S(b1-6)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gal3S(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gal3S(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Gal3S(b1-?)GlcNAc(b1-3)Gal(b1-3)[Kdn(a2-6)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gal3S(b1-?)GlcNAc(b1-3)Gal(b1-3)[Neu5Gc(a2-6)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gal3S(b1-?)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gal4S(b1-3)GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gal4S(b1-3)[Neu5Ac(a2-6)]GalNAc,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gal6Aep(a1-2)[Gal3Me(a1-3)]Gal6Aep(b1-4)Glc1Cer6Aep,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gal6P(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gal6S(b1-3)GalNAc,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gal6S(b1-3)GlcNAc(b1-3)Gal(b1-3)GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gal6S(b1-3)GlcNAc(b1-3)GalNAc,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gal6S(b1-3)[Neu5Ac(a2-6)]GalNAc,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gal6S(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gal6S(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gal6S(b1-4)GlcNAc(b1-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gal6S(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)GalNAc,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gal6S(b1-4)GlcNAc(b1-3)GalNAc,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gal6S(b1-4)GlcNAc(b1-3)[Neu5Ac(a2-6)]GalNAc,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GalNAc,1,1,1,0,1,1,0,1,1,1,1,1,0,1
GalNAc(?1-6)Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(?1-?)Gal(?1-?)Gal(?1-?)Gal(?1-?)Gal(b1-?)Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(?1-?)Gal(?1-?)Gal(b1-4)Glc1Cer,0,0,0,1,0,0,0,1,0,1,0,0,0,0
GalNAc(?1-?)Gal(?1-?)GlcNAc,0,1,0,0,0,0,0,0,0,0,1,0,0,0
GalNAc(?1-?)Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(?1-?)Gal(b1-4)Glc1Cer,0,0,0,1,0,0,0,0,0,1,0,0,0,0
GalNAc(?1-?)Gal(b1-?)GalNAc,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GalNAc(?1-?)GalNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(?1-?)GlcNAc,0,0,0,0,1,0,0,0,0,1,0,0,0,0
GalNAc(?1-?)[Neu5Ac(a2-?)]Gal,0,1,0,0,0,0,0,0,0,0,0,0,0,1
GalNAc(?1-?)[Neu5Ac(a2-?)]Gal(?1-3)[Neu5Ac(a2-6)]GalNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(?1-?)[Neu5Ac(a2-?)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GalNAc(a1-2)[Fuc(a1-3)]Glc-ol,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(a1-3)Gal(b1-3)GlcNAc(b1-3)GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)GalNAc,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)Gal(b1-3)GlcNAc(b1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Neu5Ac(a2-6)]GalNAc,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)Gal(b1-4)GlcNAc(b1-3)GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)Gal(b1-4)GlcNAc(b1-3)[GalNAc(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)GalNAc,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)GalNAc,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)Gal(b1-?)GlcNAc(b1-3)GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)GalNAc,0,1,0,0,0,1,0,0,0,1,0,0,0,0
GalNAc(a1-3)GalNAc(b1-3)Gal(a1-3)Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)GalNAc(b1-3)Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc1Cer,1,1,1,1,0,0,0,0,0,0,0,0,0,1
GalNAc(a1-3)GalNAc(b1-3)Gal(a1-4)Gal1Cer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)GalNAc(b1-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)GalNAc(b1-3)Gal(b1-4)Glc1Cer,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)GalNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)GalNAc(b1-3)[Gal(b1-3)GalNAc(b1-4)]Gal(a1-4)Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc,0,0,0,0,0,0,0,0,1,0,1,0,0,0
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc-ol,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(a1-3)[Fuc(a1-2)]Gal-ol,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(a1-3)[Neu5Ac(a2-6)]GalNAc,0,1,0,0,1,1,0,0,0,1,0,0,0,0
GalNAc(a1-3)[Neu5Gc(a2-6)]GalNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(a1-4)Gal(b1-3)Man(b1-4)Glc1Cer,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GalNAc(a1-4)GlcA(b1-2)Glc-ol,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(a1-4)GlcA(b1-3)Gal(b1-3)Gal(b1-4)Xyl-ol,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(a1-4)GlcA(b1-3)GalNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(a1-4)GlcA(b1-3)GlcNAc-ol,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(a1-4)GlcA(b1-4)GlcNAc-ol,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(b1-3)Gal,1,1,0,0,1,1,1,1,1,0,1,1,0,0
GalNAc(b1-3)Gal(a1-3)Gal(a1-3)Gal(a1-3)Gal(a1-3)Gal(a1-3)Gal(a1-4)Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-3)Gal(a1-3)Gal(a1-3)Gal(a1-3)Gal(a1-3)Gal(a1-4)Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-3)Gal(a1-3)Gal(a1-3)Gal(a1-3)Gal(a1-4)Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-3)Gal(a1-3)Gal(a1-3)Gal(a1-4)Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-3)Gal(a1-3)Gal(a1-3)Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-3)Gal(a1-3)Gal(a1-4)Gal(b1-4)Glc1Cer,0,1,0,1,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-3)Gal(a1-3)Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,1
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc1Cer,1,1,1,1,1,1,1,1,0,1,1,0,0,1
GalNAc(b1-3)Gal(a1-4)Gal1Cer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-3)Gal(b1-4)Gal(b1-4)Glc1Cer,0,0,0,0,0,1,0,0,0,0,0,0,0,1
GalNAc(b1-3)Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-3)Gal(b1-4)GlcNAc,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GalNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-3)GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-3)[Fuc(a1-2)]Gal(?1-?)GlcNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-3)Gal,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GalNAc(b1-4)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GalNAc(b1-4)Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)Gal(b1-4)Glc1Cer,0,1,1,0,0,0,0,1,0,1,0,0,0,0
GalNAc(b1-4)Gal3S(b1-4)Glc1Cer,0,0,0,0,0,0,0,1,0,0,0,0,0,1
GalNAc(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[GalNAc(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,1
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,1,0,0,1,0,0,0,0,1,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,1,0,0,0,0,1,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,1,0,0,1,0,0,0,0,1,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,1,0,0,1,0,0,0,0,1,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,1,0,0,0,0,1,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-2)Man(a1-?)[Man(a1-?)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-?)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-?)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-?)[Man(?1-?)][HexNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-?)[Man(a1-?)]GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,1,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
